ID,SyntacticCategory,GroupName,RulesName,Status,Comment,CommentFonts,InputStructures,OutputStructures,TriggerWord,NameFonts,SourceLanguage,References,SSDS,UserDefinedInsertions,IgnorePhrasalEmbedding,IgnoreClausalEmbedding,IncludePreviousVerse,ContinueExecution,GrammarTopics,ExecutePSRs
378,2,Verbs with Prepositions or Nouns,  'wake up',1,"  Daniel 2:1  After Nebuchadnezzar woke up, ...-*-","15,47-*-",{~|c-(~|v-Awake~|V-)~|(~|n-Aup~|P-)~|}~|-*-,"{~|c-^~|-1~|0(~|v-^~|-1~|0Awake~|V-^~|Delete~|0Awake-up~|V-P,U,I,N,A,N,^2|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0(~|n-^~|-1~|0Aup~|P-^~|Delete~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Awake,",,2,,,,0,0,0,0000000000000000000000000,,0000000000000000000000000
379,2,Verbs with Prepositions or Nouns,  'walk away',1,  Luke 4:30 Jesus walked away from the people.-*-,-*-,{~|c-(~|v-Awalk~|V-)~|(~|n-Aaway~|P-)~|}~|-*-,"{~|c-^~|-1~|0(~|v-^~|-1~|0Awalk~|V-^~|Delete~|0Awalk-away~|V-P,U,I,N,A,N,^2|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0(~|n-^~|-1~|0Aaway~|P-^~|Delete~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Awalk,",,2,,,,0,0,0,0000000000000000000000000,,0000000000000000000000000
380,3,Collocation Corrections - Changing Word Senses,  Change the cardinal number 1 to one-B when dealing with a group,1,"  Daniel 5:13  Daniel is one of the men that ...-*-  Daniel 8:13 One angel asked the other angel, ...-*-  Daniel 8:3 One horn was longer than the other horn.-*-","16,48-*-15,50-*-14,53-*-",{~|c-(~|n-Vof~|P-(~|j-A1~|A-)~|)~|}~|-*-{~|c-(~|n-(~|j-A1~|A-)~|)~|(~|n-(~|j-Aother~|A-)~|)~|}~|-*-{~|c-(~|n-(~|j-A1~|A-)~|)~|(~|j-(~|n-(~|j-Aother~|A-)~|)~|)~|}~|-*-,"{~|c-^~|-1~|0(~|n-^~|-1~|0Vof~|P-^~|~|0(~|j-^~|-1~|0A1~|A-^~|Delete~|0Bone~|A-N,^~|Insert~|1)~|^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|n-^~|-1~|0(~|j-^~|-1~|0A1~|A-^~|Delete~|0Cone~|A-N,^~|Insert~|1)~|^~|-1~|0)~|^~|-1~|0(~|n-^~|-1~|0(~|j-^~|-1~|0Aother~|A-^~|~|0)~|^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|n-^~|-1~|0(~|j-^~|-1~|0A1~|A-^~|Delete~|0Cone~|A-N,^~|Insert~|1)~|^~|-1~|0)~|^~|-1~|0(~|j-^~|-1~|0(~|n-^~|-1~|0(~|j-^~|-1~|0Aother~|A-^~|~|0)~|^~|-1~|0)~|^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-","A1,",,2,,,,0,0,0,0000000000000000000000000,,0000000000000000000000000
381,2,Verbs with Prepositions or Nouns,  'walk down',1,  Luke 9:37  Jesus walked down the mountain.-*-,"14,44-*-",{~|c-(~|v-Awalk~|V-)~|(~|n-Adown~|P-)~|}~|-*-,"{~|c-^~|-1~|0(~|v-^~|-1~|0Awalk~|V-^~|Delete~|0Awalk-down~|V-P,U,I,N,A,N,^2|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0(~|n-^~|-1~|0Adown~|P-^~|Delete~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Awalk,",,2,,,,0,0,0,0000000000000000000000000,,0000000000000000000000000
382,6,Collocation Corrections - Changing Word Senses,  Choose correct sense of 'and',1,  Adjectives 1:12 That book is big and red.-*-  -*-  -*-,-*--*--*-,{~|c-(~|n-Aand~|C-)~|}~|-*-{~|c-(~|j-Aand~|C-)~|}~|-*-{~|c-(~|d-Aand~|C-)~|}~|-*-,{~|c-^~|-1~|0(~|n-^~|-1~|0Aand~|C-^~|Delete~|0Band~|C-^~|Insert~|1)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|j-^~|-1~|0Aand~|C-^~|Delete~|0Cand~|C-^~|Insert~|1)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|d-^~|-1~|0Aand~|C-^~|Delete~|0Dand~|C-^~|Insert~|1)~|^~|-1~|0}~|^~|-1~|0-*-,"Aand,","28,31",2,,-*--*--*-,,0,0,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
395,2,Case Frames E-F,  Case Frame for 'find out',1,  Genesis 14:1-*-,-*-,{~|c-(~|v-Afind~|V-)~|(~|n-Aout~|P-)~|}~|-*-,"{~|c-^~|-1~|0(~|v-^~|-1~|0Afind~|V-^~|Delete~|0Afind-out~|V-P,U,I,N,A,N,^2|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0(~|n-^~|Delete~|0Aout~|P-^~|Delete~|0)~|^~|Delete~|0}~|^~|-1~|0-*-","Afind,",,2,,-*-,,0,0,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
397,1,Collocation Corrections - Changing Word Senses,  Change 'bottom-A' to 'bottom-B' for 'mountain',1,  Luke 6:17-*-,-*-,{~|c-(~|n-Abottom~|N-(~|n-Amountain~|N-)~|)~|}~|-*-,"{~|c-^~|-1~|0(~|n-^~|-1~|0Abottom~|N-^~|Delete~|0Bbottom~|N-S,D,A,n,K,3,N,^2|Number,Participant Tracking,Polarity,Proximity,Person,Surface Realization,Participant Status,~|Insert~|1(~|n-^~|-1~|0Amountain~|N-^~|~|0)~|^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Abottom,",,2,,,,0,0,0,0000000000000000000000000,,0000000000000000000000000
419,2,Case Frames G-H,  Case Frame for 'give-attention',1,  Genesis 26:1-*-,-*-,{~|c-(~|v-Agive-attention~|V-)~|}~|-*-,"{~|c-^~|-1~|0(~|v-^~|-1~|0Agive-attention~|V-^~|~|0)~|^~|-1~|0[~|c-P,D,p,0,0,N,N,N,N,N,N,N,N,N,N,,,,,.,.,.,.,^~|-1~|1]~|^~|-1~|1}~|^~|-1~|0-*-","Agive-attention,",,2,,-*-,,0,0,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
398,105,Convert Remaining Grammatical Words to Semantic Words,  Convert episode_title to Discourse Title feature,1,  Genesis 1:1-*-,-*-,{~|c-0----~|&episode_title~!~~|-4}~|-*-,"{~|c-,,,,,,,,,,,,,T,,,,,,,,,,^~|-1~|00----~|episode_title~!~^~|Delete~|0}~|^~|-1~|0-*-",,,-1,,-*-,,0,0,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
399,2,Tense,  Relative Tense in Relative Clauses,1,  Genesis 3:1  Did God forbid you to eat the fruit of the trees that are in the garden?-*-,-*-,"{~|c-(~|v-.~|V-r,,,,,,,,,,,,,,,,)~|[~|c-CT,,,,,,,,,,,,,,,,,,,,,,,(~|v-.~|V-r,,,,,,,,,,,,,,,,)~|]~|}~|-*-","{~|c-^~|-1~|0(~|v-^~|-1~|0.~|V-r,,,,,,,,,,,,,,,,^~|~|0)~|^~|-1~|0[~|c-CT,,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0(~|v-^~|-1~|0.~|V-P,,,,,,,,,,,,,,,,^~|~|0)~|^~|-1~|0]~|^~|-1~|0}~|^~|-1~|0-*-",,,-1,,-*-,,0,0,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
402,2,Illocutionary Force,"  In Content Questions with 'be', change the State NP to Participant",1,  Ruth 2:5  Who is that girl?-*-  Ruth 2:10  Why are you kind to me?-*-  Esther 7:5  Where is that man?-*-,"13,29-*-14,36-*-15,32-*-","{~|c-,C,,,,,,,,,,,,,,,,,,,,,,(~|n-,A,,,,,,,,,,,,.~|N-,Q,,,,,,,,,,,,,,,,,,,,)~|(~|v-Abe,Bbe~|V-)~|(~|n-,S,,,,,,,,,,,,)~|}~|-*-{~|c-,C,,,,,,,,,,,,,,,,,,,,,,(~|v-Abe,Bbe~|V-)~|(~|n-,S,,,,,,,,,,,,(~|n-)~|)~|}~|-*-{~|c-,C,,,,,,,,,,,,,,,,,,,,,,*(~|n-,A,,,,,,,,,,,,*)~|(~|v-Abe,Bbe~|V-)~|(~|n-,S,,,,,,,,,,,,)~|(~|d-Awhere~|a-)~|}~|-*-","{~|c-,C,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0(~|n-,S,,,,,,,,,,,,^~|-1~|0.~|N-,Q,,,,,,,,,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Abe,Bbe~|V-^~|~|0)~|^~|-1~|0(~|n-,A,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-,C,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0(~|v-^~|-1~|0Abe,Bbe~|V-^~|~|0)~|^~|-1~|0(~|n-,A,,,,,,,,,,,,^~|-1~|0Move0!(~|n-,S,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-,C,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0*(~|n-,A,,,,,,,,,,,,^~|-1~|0*)~|^~|-1~|0(~|v-^~|-1~|0Abe,Bbe~|V-^~|Delete~|0Fbe~|V-P,U,I,N,A,N,^4|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0(~|n-,A,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|0(~|d-^~|-1~|0Awhere~|a-^~|~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Abe,Bbe,",,2,,,,0,0,0,0010000000000000000000000,,1100000000000000000000000
403,5,Thing-Thing Relationships,  Change 'of-A' to 'of-U' in 'kinds of X',1,  -*-,-*-,{~|c-(~|n-Akind~|N-(~|n-Aof~|P-)~|)~|}~|-*-,{~|c-^~|-1~|0(~|n-^~|-1~|0Akind~|N-^~|~|0(~|n-^~|-1~|0Aof~|P-^~|Delete~|0A-Generic Genitive~|P-^~|Insert~|1)~|^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-,,,2,,0-*-,,0,0,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
404,3,Collocation Corrections - Changing Word Senses,  Change 'close-A' to 'close-C' for 'relatives',1,  Ruth 4:3-*-  -*-,-*--*-,"{~|c-(~|n-(~|j-Aclose~|A-)~|Arelative~|N-)~|}~|-*-{~|c-(~|j-Aclose~|A-(~|n-.~|N-,,,,,,,,,,,,,,,,,,L,,,)~|)~|}~|-*-","{~|c-^~|-1~|0(~|n-^~|-1~|0(~|j-^~|-1~|0Aclose~|A-^~|Delete~|0Cclose~|A-N,^3|Degree,~|Insert~|1)~|^~|-1~|0Arelative~|N-^~|~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|j-^~|-1~|0Aclose~|A-^~|Delete~|0Bclose~|A-N,^2|Degree,~|Insert~|1(~|n-^~|-1~|0.~|N-,,,,,,,,,,,,,,,,,,L,,,^~|~|0)~|^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Aclose,",,2,,0-*-0-*-,,0,0,0,0000000000000000000000000,,0000000000000000000000000
405,2,Case Frames E-F,  Case Frame for 'forbid',1,  Ruth 2:15  The servants did not forbid Ruth to gather grain.-*-,"14,62-*-","{~|c-(~|v-Aforbid~|V-)~|[~|c-P,,,,,,,,,,,,,,,,,,,,,,,(~|n-,A,,,,,,,,,,,,)~|]~|}~|-*-","{~|c-^~|-1~|0(~|v-^~|-1~|0Aforbid~|V-^~|~|0)~|^~|-1~|0Copy5~|n-,P,,,,,,,,,,,,^~|-1~|1CopyPhrase6~|^~|-1~|1[~|c-P,,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0(~|n-,A,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|0]~|^~|-1~|0}~|^~|-1~|0-*-","Aforbid,",,2,,,,0,0,0,0000000000000000000000000,,0000000000000000000000000
406,2,Complex Concept Expansion Rules,"  ""to inherit"" X inherits Y -> X receives all of Y's things after Y dies",0,  Genesis 15:2  My slave will inherit all my things.  ->  My slave will receive all my things after I die.-*-,-*-,"{~|c-(~|n-,A,,,,,,,,,,,,)~|(~|v-Ainherit~|V-)~|(~|n-,P,,,,,,,,,,,,(~|n-.~|N-Aof~|P-)~|)~|}~|-*-","{~|c-^~|-1~|0(~|n-,A,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Ainherit~|V-^~|Delete~|0Areceive~|V-P,U,I,N,A,N,^4|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0(~|n-,P,,,,,,,,,,,,^~|-1~|0(~|n-^~|-1~|0.~|N-^~|-1~|0Aof~|P-^~|~|0)~|^~|-1~|0)~|^~|-1~|0[~|c-E,D,p,0,0,N,N,N,N,N,N,N,N,N,N,^~|-1~|1Aafter~|P-^~|Insert~|1(~|n-S,p,N,.,N,,,,,,.,.,.,^~|-1~|1Copy8~|N-^~|-1~|1)~|^~|-1~|1(~|v-S,^~|-1~|1Adie~|V-P,U,I,N,A,N,^4|Time,~|Insert~|1)~|^~|-1~|1]~|^~|-1~|1}~|^~|-1~|0-*-","Ainherit,",,2,,0-*-,,0,0,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
407,2,Complex Concept Expansion Rules,  Change 'pursue' to 'follow/Apursue',0,  Genesis 14:14-*-,-*-,{~|c-(~|v-Apursue~|V-)~|}~|-*-,"{~|c-^~|-1~|0(~|v-^~|-1~|0Apursue~|V-^~|Delete~|0Afollow/Apursue~|V-P,U,I,N,A,N,^2|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0}~|^~|-1~|0-*-","Apursue,",,2,,-*-,,0,0,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
408,2,Complex Concept Expansion Rules,"  ""to inherit"" X inherits Y -> X receives all of Y's things after Y dies",0,  Genesis 15:2  My slave will inherit all my things.  ->  My slave will receive all my things after I die.-*-,-*-,"{~|c-(~|n-,A,,,,,,,,,,,,)~|(~|v-Ainherit~|V-)~|(~|n-,P,,,,,,,,,,,,(~|n-.~|N-Aof~|P-)~|)~|}~|-*-","{~|c-^~|-1~|0(~|n-,A,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Ainherit~|V-^~|Delete~|0Areceive~|V-P,U,I,N,A,N,^4|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0(~|n-,P,,,,,,,,,,,,^~|-1~|0(~|n-^~|-1~|0.~|N-^~|-1~|0Aof~|P-^~|~|0)~|^~|-1~|0)~|^~|-1~|0[~|c-E,D,p,0,0,N,N,N,N,N,N,N,N,N,N,^~|-1~|1Aafter~|P-^~|Insert~|1(~|n-S,p,N,.,N,,,,,,.,.,.,^~|-1~|1Copy8~|N-^~|-1~|1)~|^~|-1~|1(~|v-S,^~|-1~|1Adie~|V-P,U,I,N,A,N,^4|Time,~|Insert~|1)~|^~|-1~|1]~|^~|-1~|1}~|^~|-1~|0-*-","Ainherit,",,2,,0-*-,,0,0,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
409,2,Complex Concept Expansion Rules,  X inherits Y from Z -> X receives Y from Z after Z dies.,0,  Genesis 15:4-*-,-*-,"{~|c-(~|n-,A,,,,,,,,,,,,)~|(~|v-Ainherit~|V-)~|(~|n-,P,,,,,,,,,,,,)~|(~|n-,s,,,,,,,,,,,,.~|N-)~|}~|-*-","{~|c-^~|-1~|0(~|n-,A,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Ainherit~|V-^~|Delete~|0Areceive~|V-P,U,I,N,A,N,^4|Time,Aspect,Mood,Reflexivity,Polarity,Direction of Motion,Target Tense and Agreement,Target Aspect,Target Mood,Type of Auxiliary,~|Insert~|1)~|^~|-1~|0(~|n-,P,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|0(~|n-,s,,,,,,,,,,,,^~|-1~|0.~|N-^~|~|0)~|^~|-1~|0[~|c-E,D,p,0,0,N,N,N,N,N,N,N,N,N,N,^~|-1~|1Aafter~|P-^~|Insert~|1(~|n-S,p,N,,,,,,,,,,,^~|-1~|1Copy9~|N-^~|-1~|1)~|^~|-1~|1(~|v-S,^~|-1~|1Adie~|V-P,U,I,N,A,N,,,,,,,,,,,^~|Insert~|1)~|^~|-1~|1]~|^~|-1~|1}~|^~|-1~|0-*-","Ainherit,",,2,,0-*-,,0,0,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
410,2,Complex Concept Expansion Rules,  X bless Y -> X causes Y to be happy,0,  Genesis 17:16-*-,-*-,"{~|c-(~|n-,A,,,,,,,,,,,,)~|(~|v-Abless~|V-)~|(~|n-,P,,,,,,,,,,,,)~|}~|-*-","{~|c-^~|-1~|0(~|n-,A,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Abless~|V-^~|Delete~|0Acause~|V-P,U,I,N,A,N,^4|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0[~|c-P,D,p,0,0,N,N,N,N,N,N,N,N,N,N,,,,,,,,,^~|-1~|1(~|n-,A,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|0(~|v-S,^~|-1~|1Dbe~|V-P,U,I,N,A,N,^~|Insert~|1)~|^~|-1~|1(~|j-S,A,^~|-1~|1Ahappy~|A-N,^~|Insert~|1)~|^~|-1~|1]~|^~|-1~|1}~|^~|-1~|0-*-","Abless,",,2,,-*-,,0,0,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
411,2,Complex Concept Expansion Rules,  x cicumcise Y -> X cuts-off Y's foreskin,0,  Genesis 17:23-*-,-*-,"{~|c-(~|n-,A,,,,,,,,,,,,)~|(~|v-Acircumcise~|V-)~|(~|n-,P,,,,,,,,,,,,.~|N-)~|}~|-*-","{~|c-^~|-1~|0(~|n-,A,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Acircumcise~|V-^~|Delete~|0Acut-off~|V-P,U,I,N,A,N,^4|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0(~|n-,P,,,,,,,,,,,,^~|-1~|0Aforeskin~|N-S,D,A,n,K,3,N,^7|Number,~|Insert~|1(~|n-S,N,N,^~|-1~|1A-Bodypart~|P-^~|Insert~|1.~|N-^~|~|0)~|^~|-1~|1)~|^~|-1~|0}~|^~|-1~|0-*-","Acircumcise,",,2,,0-*-,,0,0,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
412,1,Complex Concept Expansion Rules,  covenant -> promise/covenant,0,  Genesis 17:21-*-,-*-,{~|c-(~|n-Acovenant~|N-)~|}~|-*-,"{~|c-^~|-1~|0(~|n-^~|-1~|0Acovenant~|N-^~|Delete~|0Apromise/Acovenant~|N-S,D,A,n,K,3,N,^2|Number,Participant Tracking,Polarity,Proximity,Person,Surface Realization,Participant Status,~|Insert~|1)~|^~|-1~|0}~|^~|-1~|0-*-","Acovenant,",,2,,0-*-,,0,0,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
413,3,Complex Concept Expansion Rules,  X be righteous -> X obeys God,0,  Genesis 17:1-*-,-*-,"{~|c-(~|n-,A,,,,,,,,,,,,)~|(~|v-Abe~|V-)~|(~|j-Arighteous~|A-)~|}~|-*-","{~|c-^~|-1~|0(~|n-,A,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Abe~|V-^~|Delete~|0Bobey~|V-P,U,I,N,A,N,^4|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0(~|n-S,P,N,,,,,,,,,,,^~|-1~|1AGod~|N-S,D,A,n,K,3,N,^~|Insert~|1)~|^~|-1~|1(~|j-^~|Delete~|0Arighteous~|A-^~|Delete~|0)~|^~|Delete~|0}~|^~|-1~|0-*-","Arighteous,",,2,,-*-,,0,0,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
414,3,Complex Concept Expansion Rules,  righteous X -> x who obeys God,0,  Genesis 17:1-*-,-*-,{~|c-(~|n-(~|j-Arighteous~|A-)~|.~|N-)~|}~|-*-,"{~|c-^~|-1~|0(~|n-^~|-1~|0(~|j-^~|Delete~|0Arighteous~|A-^~|Delete~|0)~|^~|Delete~|0.~|N-^~|~|0[~|c-T,D,p,0,0,N,N,N,N,N,N,N,N,N,N,,,,,,,,,^~|-1~|1(~|n-S,p,N,,,,,,,,,,,^~|-1~|1Copy5~|N-^~|-1~|1)~|^~|-1~|1(~|v-S,^~|-1~|1Bobey~|V-P,U,I,N,A,N,,,,,,,,,,,^~|Insert~|1)~|^~|-1~|1(~|n-S,P,N,,,,,,,,,,,^~|-1~|1AGod~|N-S,D,A,n,K,3,N,^~|Insert~|1)~|^~|-1~|1]~|^~|-1~|1)~|^~|-1~|0}~|^~|-1~|0-*-","Arighteous,",,2,,0-*-,,0,0,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
415,2,Complex Concept Expansion Rules,"  ""to obey"" X obeys Y -> X does all the things that Y tells X to do",0,  Genesis 16:9-*-,-*-,"{~|c-(~|n-,A,,,,,,,,,,,,.~|N-)~|(~|v-Aobey,Bobey~|V-)~|(~|n-,P,,,,,,,,,,,,.~|N-)~|}~|-*-","{~|c-^~|-1~|0(~|n-,A,,,,,,,,,,,,^~|-1~|0.~|N-^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Aobey,Bobey~|V-^~|Delete~|0Ado~|V-P,U,I,N,A,N,^5|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0(~|n-,P,,,,,,,,,,,,^~|Delete~|0.~|N-^~|Delete~|0)~|^~|Delete~|0(~|n-S,P,N,.,N,,,,,,,,,^~|-1~|1(~|j-S,A,^~|-1~|1Aall~|A-N,^~|Insert~|1)~|^~|-1~|1Bthing~|N-P,D,A,n,K,3,N,,,,,,,,,,,,,,^~|Insert~|1[~|c-T,D,p,0,0,N,N,N,N,N,N,N,N,N,N,,,,,,,,,^~|-1~|1(~|n-S,p,N,.,N,,,,,,.,,,^~|-1~|1Copy8~|N-^~|-1~|1)~|^~|-1~|1(~|v-S,^~|-1~|1Btell~|V-P,U,I,N,A,N,^~|Insert~|1)~|^~|-1~|1(~|n-S,P,N,.,N,,,,,,,,,^~|-1~|1Copy2~|N-^~|-1~|1)~|^~|-1~|1[~|c-P,D,p,0,0,N,N,N,N,N,N,N,N,N,N,,,,,,,,,^~|-1~|1(~|n-S,p,N,.,N,,,,,,,,,^~|-1~|1Copy2~|N-^~|-1~|1)~|^~|-1~|1(~|v-S,^~|-1~|1Ado~|V-P,U,I,N,A,N,^~|Insert~|1)~|^~|-1~|1(~|n-S,P,N,.,N,,,,,,,,,^~|-1~|1Bthing~|N-P,D,A,n,K,3,N,,,,,,,,,,,,,,^~|Insert~|1)~|^~|-1~|1]~|^~|-1~|1]~|^~|-1~|1)~|^~|-1~|1}~|^~|-1~|0-*-","Aobey,Bobey,",,2,,00-*-,,0,0,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
416,1,Collocation Corrections - Changing Word Senses,  Change 'lot' to 'Lot',1,  Genesis 13:14-*-,-*-,{~|c-(~|n-Alot~|N-)~|}~|-*-,"{~|c-^~|-1~|0(~|n-^~|-1~|0Alot~|N-^~|Delete~|0ALot~|N-S,D,A,n,K,3,N,^2|Person,~|Insert~|1)~|^~|-1~|0}~|^~|-1~|0-*-","Alot,",,2,,0-*-,,0,0,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
417,2,Complex Concept Expansion Rules,  plead -> argue,0,  Genesis 18:17-*-,-*-,{~|c-(~|v-Aplead~|V-)~|}~|-*-,"{~|c-^~|-1~|0(~|v-^~|-1~|0Aplead~|V-^~|Delete~|0Bargue/Aplead~|V-P,U,I,N,A,N,^2|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0}~|^~|-1~|0-*-","Aplead,",,2,,-*-,,0,0,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
418,2,Case Frames R-S,  Case Frame for 'stay',1,  Daniel 9:27  The terrible thing will stay in the temple.  Don't include with as in Ruth 1:17  Ruth stayed with Naomi.-*-,"16,58,75,78,97,119-*-",{~|c-(~|v-Astay~|V-)~|(~|n-*Awith~|P-)~|}~|-*-,"{~|c-^~|-1~|0(~|v-^~|-1~|0Astay~|V-^~|~|0)~|^~|-1~|0(~|n-,d,,,,,,,,,,,,^~|-1~|0*Awith~|P-^~|~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Astay,",,2,,,,0,0,0,0000000000000000000000000,,0000000000000000000000000
420,2,Case Frames R-S,  Case Frame for 'suggest',1,  Daniel 4:27  I suggest to you that you ...-*-,"16,44-*-","{~|c-(~|v-Asuggest~|V-)~|[~|c-P,,,,,,,,,,,,,,,,,,,,,,,(~|n-,A,,,,,,,,,,,,)~|]~|}~|-*-","{~|c-^~|-1~|0(~|v-^~|-1~|0Asuggest~|V-^~|~|0)~|^~|-1~|0Copy5~|n-,P,,,,,,,,,,,,^~|-1~|1CopyPhrase6~|c-^~|-1~|1[~|c-P,,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0(~|n-,A,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|0]~|^~|-1~|0}~|^~|-1~|0-*-","Asuggest,",,2,,,,0,0,0,0000000000000000000000000,,0000000000000000000000000
