ID,SyntacticCategory,GroupName,RulesName,Status,Comment,CommentFonts,InputStructures,OutputStructures,TriggerWord,NameFonts,SourceLanguage,References,SSDS,UserDefinedInsertions,IgnorePhrasalEmbedding,IgnoreClausalEmbedding,IncludePreviousVerse,ContinueExecution,GrammarTopics
938,1,Complex Object Insertion Rules,"  ""clan"" a group of families",1,"  Ruth 1:2, 2:1, 2:3 Elimelech and Boaz were in the SAME clan.-*-",-*-,{~|c-(~|n-Afamily~|N-(~|n-A-Group~|P-&(~|j-&)~|Agroup~|N-)~|)~|}~|-*-,"{~|c-^~|-1~|0(~|n-^~|-1~|0Aclan~|N-S,D,A,n,K,3,N,N,^~|Insert~|1Afamily~|N-^~|Delete~|0(~|n-^~|Delete~|0A-Group~|P-^~|Delete~|0&Move1!(~|j-^~|-1~|0&)~|^~|-1~|0Agroup~|N-^~|Delete~|0)~|^~|Delete~|0)~|^~|-1~|0}~|^~|-1~|0-*-",,,2,,00-*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1Aclan
939,2,Complex Event Insertion Rules,"  ""to tempt"" X tells Y to do bad things -> X tempts Y",1,"  Luke 4:2  While Jesus was in the desert, the devil told Jesus to do bad things.-*-",-*-,"{~|c-(~|v-Btell~|V-)~|(~|n-,P,,,,,,,,,,,,.~|N-)~|[~|c-P,,,,,,,,,,,,,,,,,,,,,,,(~|n-,A,,,,,,,,,,,,.~|N-)~|(~|v-Ado~|V-)~|(~|n-,P,,,,,,,,,,,,(~|j-Abad~|A-)~|Bthing~|N-)~|]~|}~|-*-","{~|c-^~|-1~|0(~|v-^~|-1~|0Btell~|V-^~|Delete~|0Atempt~|V-P,U,I,N,A,N,^2|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0(~|n-,P,,,,,,,,,,,,^~|-1~|0.~|N-^~|~|0)~|^~|-1~|0[~|c-P,,,,,,,,,,,,,,,,,,,,,,,^~|Delete~|0(~|n-,A,,,,,,,,,,,,^~|Delete~|0.~|N-^~|Delete~|0)~|^~|Delete~|0(~|v-^~|Delete~|0Ado~|V-^~|Delete~|0)~|^~|Delete~|0(~|n-,P,,,,,,,,,,,,^~|Delete~|0(~|j-^~|Delete~|0Abad~|A-^~|Delete~|0)~|^~|Delete~|0Bthing~|N-^~|Delete~|0)~|^~|Delete~|0]~|^~|Delete~|0}~|^~|-1~|0-*-","Btell,",,2,,000-*-,,No,No,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2Atempt
940,2,Complex Event Insertion Rules,"  ""to sink"" X goes under the water",1,  Luke 5:7  The two boats began to sink.-*-,-*-,"{~|c-(~|v-Ago~|V-)~|(~|n-,N,,,,,,,,,,,,Aunder~|P-Atop~|N-(~|n-A-Generic Genitive~|P-Awater~|N-)~|)~|}~|-*-","{~|c-^~|-1~|0(~|v-^~|-1~|0Ago~|V-^~|Delete~|0Asink~|V-P,U,I,N,A,N,^2|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0(~|n-,N,,,,,,,,,,,,^~|Delete~|0Aunder~|P-^~|Delete~|0Atop~|N-^~|Delete~|0(~|n-^~|Delete~|0A-Generic Genitive~|P-^~|Delete~|0Awater~|N-^~|Delete~|0)~|^~|Delete~|0)~|^~|Delete~|0}~|^~|-1~|0-*-","Ago,",,2,,00-*-,,No,No,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2Asink
941,2,Complex Object Insertion Rules,"  ""coffin"" box that dead man be in -> coffin",1,  Luke 7:14  Jesus touched the box that the dead man was in.-*-,-*-,"{~|c-(~|n-Abox~|N-[~|c-T,,,,,,,,,,,,,,,,,,,,,,,(~|n-,A,,,,,,,,,,,,(~|j-Adead~|A-)~|.~|N-)~|(~|v-Fbe~|V-)~|(~|n-,S,,,,,,,,,,,,Ain~|P-Abox~|N-)~|]~|)~|}~|-*-","{~|c-^~|-1~|0(~|n-^~|-1~|0Abox~|N-^~|Delete~|0Acoffin~|N-S,D,A,n,K,3,N,^2|Number,Participant Tracking,Polarity,Proximity,Person,Surface Realization,Participant Status,~|Insert~|1[~|c-T,,,,,,,,,,,,,,,,,,,,,,,^~|Delete~|0(~|n-,A,,,,,,,,,,,,^~|Delete~|0(~|j-^~|Delete~|0Adead~|A-^~|Delete~|0)~|^~|Delete~|0.~|N-^~|Delete~|0)~|^~|Delete~|0(~|v-^~|Delete~|0Fbe~|V-^~|Delete~|0)~|^~|Delete~|0(~|n-,S,,,,,,,,,,,,^~|Delete~|0Ain~|P-^~|Delete~|0Abox~|N-^~|Delete~|0)~|^~|Delete~|0]~|^~|Delete~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Fbe,",,2,,000-*-,,No,No,0,0000000000000000000000000,1Acoffin
942,3,Complex Object Attribute Insertion Rules,"  ""deaf"" X be not able to hear things -> deaf X",1,  Luke 7:22 I caused deaf people to hear things.-*-,"13,48-*-","{~|c-(~|n-,,,,,,,,,,,,,(Aperson)~|N-[~|c-(~|n-,A,(Aperson)~|N-)~|(~|v-Dbe~|V-,,,,N,,,,,,,,,,,,)~|(~|j-,P,,,,,Aable~|A-[~|c-(~|n-,A,(Aperson)~|N-)~|(~|v-Ahear~|V-)~|(~|n-,P,Athing~|N-)~|]~|)~|]~|)~|}~|-*-","{~|c-^~|-1~|0(~|n-,,,,,,,,,,,,,^~|-1~|0(~|j-S,A,^~|-1~|1Adeaf~|A-N,^~|Insert~|1)~|^~|-1~|1(Aperson)~|N-^~|~|0[~|c-^~|Delete~|0(~|n-,p,^~|Delete~|0(Aperson)~|N-^~|Delete~|0)~|^~|Delete~|0(~|v-^~|Delete~|0Dbe~|V-,,,,N,,,,,,,,,,,,^~|Delete~|0)~|^~|Delete~|0(~|j-,P,,,,,^~|Delete~|0Aable~|A-^~|Delete~|0[~|c-^~|Delete~|0(~|n-,p,^~|Delete~|0(Aperson)~|N-^~|Delete~|0)~|^~|Delete~|0(~|v-^~|Delete~|0Ahear~|V-^~|Delete~|0)~|^~|Delete~|0(~|n-,P,^~|Delete~|0Athing~|N-^~|Delete~|0)~|^~|Delete~|0]~|^~|Delete~|0)~|^~|Delete~|0]~|^~|Delete~|0)~|^~|-1~|0}~|^~|-1~|0-*-",,,2,,,,No,No,0,0000000000000000000000000,3Adeaf
943,1,Complex Object Insertion Rules,"  ""corpse"" dead body -> corpse",1,  Discourse 1:10  David stood on Goliath's corpse.-*-,"19,50-*-",{~|c-(~|n-(~|j-Adead~|A-)~|Abody~|N-)~|}~|-*-,"{~|c-^~|-1~|0(~|n-^~|-1~|0(~|j-^~|Delete~|0Adead~|A-^~|Delete~|0)~|^~|Delete~|0Abody~|N-^~|Delete~|0Acorpse~|N-S,D,A,n,K,3,N,^5|Number,Participant Tracking,Polarity,Proximity,Person,Surface Realization,Participant Status,~|Insert~|1)~|^~|-1~|0}~|^~|-1~|0-*-","Abody,",,2,,0-*-,,No,No,0,0000000000000000000000000,1Acorpse
944,3,Complex Object Attribute Insertion Rules,"  ""just"" be good-B and fair -> be just",1,  Luke 11:42-*-,-*-,"{~|c-(~|v-Dbe~|V-)~|(~|j-F,,,,,,Bgood~|A-)~|(~|j-L,,,,,,Afair~|A-)~|}~|-*-","{~|c-^~|-1~|0(~|v-^~|-1~|0Dbe~|V-^~|~|0)~|^~|-1~|0(~|j-S,,,,,,^~|-1~|0Bgood~|A-^~|Delete~|0Ajust~|A-N,^~|Insert~|1)~|^~|-1~|0(~|j-L,,,,,,^~|Delete~|0Afair~|A-^~|Delete~|0)~|^~|Delete~|0}~|^~|-1~|0-*-","Bgood,",,2,,-*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,3Ajust
945,2,Complex Event Insertion Rules,"  ""to obey-A"" X do all the things that law/command says -> X obeys the law/command",1,  Esther 3:3  Why do you not do all the things that the command says?-*-,-*-,"{~|c-(~|v-Ado~|V-)~|(~|n-,P,,,,,,,,,,,,(~|j-Aall~|A-)~|Bthing~|N-[~|c-(~|n-,A,,,,,,,,,,,,Acommand,Acommandment,Alaw,Blaw,Amessage~|N-)~|(~|v-Dsay~|V-)~|(~|n-,P,,,,,,,,,,,,Bthing~|N-)~|]~|)~|}~|-*-","{~|c-^~|-1~|0(~|v-^~|-1~|0Ado~|V-^~|Delete~|0Aobey~|V-P,U,I,N,A,N,^2|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0(~|n-,P,,,,,,,,,,,,^~|Delete~|0(~|j-^~|Delete~|0Aall~|A-^~|Delete~|0)~|^~|Delete~|0Bthing~|N-^~|Delete~|0[~|c-^~|Delete~|0(~|n-,P,,,,,,,,,,,,^~|-1~|0Acommand,Acommandment,Alaw,Blaw,Amessage~|N-^~|-1~|0)~|^~|-1~|0(~|v-^~|Delete~|0Dsay~|V-^~|Delete~|0)~|^~|Delete~|0(~|n-,P,,,,,,,,,,,,^~|Delete~|0Bthing~|N-^~|Delete~|0)~|^~|Delete~|0]~|^~|Delete~|0)~|^~|Delete~|0}~|^~|-1~|0-*-","Ado,",,2,,000-*-,,N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2Aobey
946,2,Complex Event Insertion Rules,"  ""to obey-B"" X do all the things that Y tells X to do -> X obeys Y ; X do all the things that God says -> X obeys God",1,  Luke 6:49  The man did not obey me.  I didn't set Nominal indices because sometimes there are multiple Patient NPs of 'tell.'  Luke 8:24  The wind and water did all the things that Jesus told the wind and water to do.-*-  Luke 1:17 Your son will cause people who do not obey God to obey God.  Nahum 1:2 The people who live in Nineveh do not obey the Lord.  Daniel 6:13 Daniel does not obey you.  Esther 1:18 Women will not obey the officials.-*-,"141,219-*-13,71,84,135,150,174,189,222-*-","{~|c-(~|n-,A,,,,,,,,,,,,.~|N-)~|(~|v-Ado~|V-)~|(~|n-,P,,,,,,,,,,,,(~|j-Aall~|A-)~|Bthing~|N-[~|c-T,,,,,,,,,,,,,,,,,,,,,,,(~|n-,A,,,,,,,,,,,,.~|N-)~|(~|v-Btell~|V-)~|(~|n-,P,,,,,,,,,,,,.~|N-)~|[~|c-P,,,,,,,,,,,,,,,,,,,,,,,(~|n-,A,,,,,,,,,,,,.~|N-)~|(~|v-Ado~|V-)~|(~|n-,P,,,,,,,,,,,,Bthing~|N-)~|]~|]~|)~|}~|-*-{~|c-(~|n-,A,,,,,,,,,,,,.~|N-)~|(~|v-Ado~|V-)~|(~|n-,P,,,,,,,,,,,,(~|j-Aall~|A-)~|Bthing~|N-[~|c-T,,,,,,,,,,,,,,,,,,,,,,,(~|n-,A,,,,,,,,,,,,AGod,Aking,ALord,Aofficial,AXerxes~|N-)~|(~|v-Bsay~|V-)~|(~|n-,P,,,,,,,,,,,,Bthing~|N-)~|]~|)~|}~|-*-","{~|c-^~|-1~|0(~|n-,A,,,,,,,,,,,,^~|-1~|0.~|N-^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Ado~|V-^~|Delete~|0Bobey~|V-P,U,I,N,A,N,^5|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0(~|n-,P,,,,,,,,,,,,^~|Delete~|0(~|j-^~|Delete~|0Aall~|A-^~|Delete~|0)~|^~|Delete~|0Bthing~|N-^~|Delete~|0[~|c-T,,,,,,,,,,,,,,,,,,,,,,,^~|Delete~|0(~|n-,P,,,,,,,,,,,,^~|-1~|0.~|N-^~|-1~|0)~|^~|-1~|0(~|v-^~|Delete~|0Btell~|V-^~|Delete~|0)~|^~|Delete~|0(~|n-,P,,,,,,,,,,,,^~|Delete~|0.~|N-^~|Delete~|0)~|^~|Delete~|0[~|c-P,,,,,,,,,,,,,,,,,,,,,,,^~|Delete~|0(~|n-,A,,,,,,,,,,,,^~|Delete~|0.~|N-^~|Delete~|0)~|^~|Delete~|0(~|v-^~|Delete~|0Ado~|V-^~|Delete~|0)~|^~|Delete~|0(~|n-,P,,,,,,,,,,,,^~|Delete~|0Bthing~|N-^~|Delete~|0)~|^~|Delete~|0]~|^~|Delete~|0]~|^~|Delete~|0)~|^~|Delete~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|n-,A,,,,,,,,,,,,^~|-1~|0.~|N-^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Ado~|V-^~|Delete~|0Bobey~|V-P,U,I,N,A,N,^5|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0(~|n-,P,,,,,,,,,,,,^~|Delete~|0(~|j-^~|Delete~|0Aall~|A-^~|Delete~|0)~|^~|Delete~|0Bthing~|N-^~|Delete~|0[~|c-T,,,,,,,,,,,,,,,,,,,,,,,^~|Delete~|0(~|n-,P,,,,,,,,,,,,^~|-1~|0AGod,Aking,ALord,Aofficial,AXerxes~|N-^~|-1~|0)~|^~|-1~|0(~|v-^~|Delete~|0Bsay~|V-^~|Delete~|0)~|^~|Delete~|0(~|n-,P,,,,,,,,,,,,^~|Delete~|0Bthing~|N-^~|Delete~|0)~|^~|Delete~|0]~|^~|Delete~|0)~|^~|Delete~|0}~|^~|-1~|0-*-","Ado,",,2,,000000-*-1000-*-,,No,No,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2Bobey
948,2,Complex Object Insertion Rules,"  ""eunuch"" a man that does not have testicles -> eunuch",1,"  Esther 7:9  A eunuch named Harbona said to the king, ""...""-*-","15,60-*-","{~|c-(~|n-Aman~|N-[~|c-T,,,,,,,,,,,,,,,,,,,,,,,(~|n-,A,,,,,,,,,,,,Aman~|N-)~|(~|v-Chave~|V-,,,,N,,,,,,,,,,,,,)~|(~|n-,S,,,,,,,,,,,,Atesticle~|N-)~|]~|)~|}~|-*-","{~|c-^~|-1~|0(~|n-^~|-1~|0Aeunuch~|N-S,D,A,n,K,3,N,^2|Number,Participant Tracking,Polarity,Proximity,Person,Surface Realization,Participant Status,~|Insert~|1Aman~|N-^~|Delete~|0[~|c-T,,,,,,,,,,,,,,,,,,,,,,,^~|Delete~|0(~|n-,A,,,,,,,,,,,,^~|Delete~|0Aman~|N-^~|Delete~|0)~|^~|Delete~|0(~|v-^~|Delete~|0Chave~|V-,,,,N,,,,,,,,,,,,,^~|Delete~|0)~|^~|Delete~|0(~|n-,S,,,,,,,,,,,,^~|Delete~|0Atesticle~|N-^~|Delete~|0)~|^~|Delete~|0]~|^~|Delete~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Chave,",,2,,000-*-,,No,No,0,0000000000000000000000000,1Aeunuch
949,2,Complex Event Insertion Rules,"  ""to feed"" X gives food to animals/babies -> X feeds Y",1,  Luke 8:34  the men that fed the pigs ... Nahum 2:11  the lion fed his children ... Kande's Story 3:2  Kande fed Yatima ... We don't want this rule applying when someone gives food to an adult as in Lk 10:7  Eat the food that the people give to you.-*-,"14,43,56,85,105,125,210,250-*-","{~|c-(~|v-Agive~|V-)~|(~|n-S,P,,,,,,,,,,,,Afood~|N-)~|(~|n-S,d,,,,,,,,,,,,Ababy,Achild,Alion,Apig,AYatima~|N-)~|}~|-*-","{~|c-^~|-1~|0(~|v-^~|-1~|0Agive~|V-^~|Delete~|0Afeed~|V-P,U,I,N,A,N,^2|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0(~|n-S,P,,,,,,,,,,,,^~|Delete~|0Afood~|N-^~|Delete~|0)~|^~|Delete~|0(~|n-S,P,,,,,,,,,,,,^~|-1~|0Ababy,Achild,Alion,Apig,AYatima~|N-^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-",,,2,,00-*-,,No,No,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2Afeed
950,2,Complex Event Insertion Rules,"  ""to heal"" X causes Y become well -> X heals Y",1,  Luke 9:2  Jesus sent the apostles to villages in order to heal people.-*-,"13,72-*-","{~|c-(~|v-Acause~|V-)~|[~|c-P,,,,,,,,,,,,,,,,,,,,,,,(~|n-,A,,,,,,,,,,,,.~|N-)~|(~|v-Abecome~|V-)~|(~|j-,P,,,,,Ahealthy,Awell~|A-)~|]~|}~|-*-","{~|c-^~|-1~|0(~|v-^~|-1~|0Acause~|V-^~|Delete~|0Aheal~|V-P,U,I,N,A,N,^2|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0[~|c-P,,,,,,,,,,,,,,,,,,,,,,,^~|Delete~|0(~|n-,P,,,,,,,,,,,,^~|-1~|0.~|N-^~|-1~|0)~|^~|-1~|0(~|v-^~|Delete~|0Abecome~|V-^~|Delete~|0)~|^~|Delete~|0(~|j-,P,,,,,^~|Delete~|0Ahealthy,Awell~|A-^~|Delete~|0)~|^~|Delete~|0]~|^~|Delete~|0}~|^~|-1~|0-*-","Acause,",,2,,0-*-,,N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2Aheal
951,2,Complex Event Insertion Rules,"  ""to welcome"" X greets Y kindly -> X welcomes Y",1,"  Luke 9:5  If the people do not welcome you, ...-*-","13,49-*-",{~|c-(~|v-Agreet~|V-)~|(~|d-Akindly~|a-)~|}~|-*-,"{~|c-^~|-1~|0(~|v-^~|-1~|0Agreet~|V-^~|Delete~|0Awelcome~|V-P,U,I,N,A,N,^2|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0(~|d-^~|Delete~|0Akindly~|a-^~|Delete~|0)~|^~|Delete~|0}~|^~|-1~|0-*-","Agreet,",,2,,,,No,No,0,0000000000000000000000000,2Awelcome
952,2,Complex Event Insertion Rules,"  ""to drown"" X die in the water -> X drown",1,  Luke 8:33  The pigs died in the water.-*-,"14,40-*-",{~|c-(~|v-Adie~|V-)~|(~|n-Gin~|P-Awater~|N-)~|}~|-*-,"{~|c-^~|-1~|0(~|v-^~|-1~|0Adie~|V-^~|Delete~|0Adrown~|V-P,U,I,N,A,N,^2|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0(~|n-^~|Delete~|0Gin~|P-^~|Delete~|0Awater~|N-^~|Delete~|0)~|^~|Delete~|0}~|^~|-1~|0-*-","Adie,",,2,,,,No,No,0,0000000000000000000000000,2Adrown
953,2,Complex Event Insertion Rules,"  ""to lie"" X say false things -> X lie",1,  Luke 6:26  The prophets that said false things to people ...-*-,"14,62-*-","{~|c-(~|v-Bsay~|V-)~|(~|n-,P,(~|j-Afalse~|A-)~|Cthing~|N-)~|&(~|n-,d,,,,,,,,,,,,&)~|}~|-*-","{~|c-^~|-1~|0(~|v-^~|-1~|0Bsay~|V-^~|Delete~|0Alie~|V-P,U,I,N,A,N,^2|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0(~|n-,P,^~|Delete~|0(~|j-^~|Delete~|0Afalse~|A-^~|Delete~|0)~|^~|Delete~|0Cthing~|N-^~|Delete~|0)~|^~|Delete~|0&(~|n-,P,,,,,,,,,,,,^~|-1~|0&)~|^~|-1~|0}~|^~|-1~|0-*-","Bsay,",,2,,0-*-,,N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2Alie
955,2,Complex Object Insertion Rules,"  ""farmer"" -> a man that grows crops -> farmer",1,  Luke 3:17-*-,-*-,"{~|c-(~|n-Aman~|N-[~|c-T,,,,,,,,,,,,,,,,,,,,,,,(~|n-,A,,,,,,,,,,,,Aman~|N-)~|(~|v-Dgrow~|V-)~|(~|n-,P,,,,,,,,,,,,Acrop~|N-)~|]~|)~|}~|-*-","{~|c-^~|-1~|0(~|n-^~|-1~|0Afarmer~|N-S,D,A,n,K,3,N,^2|Number,Participant Tracking,Polarity,Proximity,Person,Surface Realization,Participant Status,~|Insert~|1Aman~|N-^~|Delete~|0[~|c-T,,,,,,,,,,,,,,,,,,,,,,,^~|Delete~|0(~|n-,A,,,,,,,,,,,,^~|Delete~|0Aman~|N-^~|Delete~|0)~|^~|Delete~|0(~|v-^~|Delete~|0Dgrow~|V-^~|Delete~|0)~|^~|Delete~|0(~|n-,P,,,,,,,,,,,,^~|Delete~|0Acrop~|N-^~|Delete~|0)~|^~|Delete~|0]~|^~|Delete~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Dgrow,",,2,,,,No,No,0,0000000000000000000000000,1Afarmer
956,2,Complex Object Insertion Rules,"  ""foreigners"" people that came from other countries -> foreigner",1,"  Esther 3:8  People that came from other countries are living in your kingdom.-*-  Luke 17:18  -*-  Ruth 2:10  I am a foreigner.-*-  When 'gods' is from other countries, don't convert it to 'foreigner.'  Judges 10:16, 1 Samuel 7:3-*-","-*-14,14-*-13,13-*--*-","{~|c-(~|n-Aperson~|N-[~|c-(~|n-,A,,,,,,,,,,,,Aperson~|N-)~|(~|v-Acome~|V-)~|(~|n-,s,,,,,,,,,,,,(~|j-Aother~|A-)~|Acountry~|N-)~|]~|)~|}~|-*-{~|c-(~|n-Aperson~|N-[~|c-(~|n-,A,,,,,,,,,,,,Aperson~|N-)~|(~|v-Tbe~|V-)~|(~|n-,S,,,,,,,,,,,,(~|j-Aanother,Aother~|A-)~|Acountry~|N-)~|]~|)~|}~|-*-{~|c-(~|n-,A,,,,,,,,,,,,.~|N-)~|(~|v-Tbe~|V-)~|(~|n-,S,,,,,,,,,,,,(~|j-Aanother,Aother~|A-)~|Acountry~|N-)~|}~|-*-{~|c-(~|n-,A,,,,,,,,,,,,Agod~|N-)~|(~|v-Tbe~|V-)~|(~|n-,S,,,,,,,,,,,,(~|j-Aanother,Aother~|A-)~|Acountry~|N-)~|}~|-*-","{~|c-^~|-1~|0(~|n-^~|-1~|0Aperson~|N-^~|Delete~|0Aforeigner~|N-S,D,A,n,K,3,N,^2|Number,Participant Tracking,Polarity,Proximity,Person,Surface Realization,Participant Status,~|Insert~|1[~|c-^~|Delete~|0(~|n-,A,,,,,,,,,,,,^~|Delete~|0Aperson~|N-^~|Delete~|0)~|^~|Delete~|0(~|v-^~|Delete~|0Acome~|V-^~|Delete~|0)~|^~|Delete~|0(~|n-,s,,,,,,,,,,,,^~|Delete~|0(~|j-^~|Delete~|0Aother~|A-^~|Delete~|0)~|^~|Delete~|0Acountry~|N-^~|Delete~|0)~|^~|Delete~|0]~|^~|Delete~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|n-^~|-1~|0Aperson~|N-^~|Delete~|0Aforeigner~|N-S,D,A,n,K,3,N,^2|Number,Participant Tracking,Polarity,Proximity,Person,Surface Realization,Participant Status,~|Insert~|1[~|c-^~|Delete~|0(~|n-,A,,,,,,,,,,,,^~|Delete~|0Aperson~|N-^~|Delete~|0)~|^~|Delete~|0(~|v-^~|Delete~|0Tbe~|V-^~|Delete~|0)~|^~|Delete~|0(~|n-,S,,,,,,,,,,,,^~|Delete~|0(~|j-^~|Delete~|0Aanother,Aother~|A-^~|Delete~|0)~|^~|Delete~|0Acountry~|N-^~|Delete~|0)~|^~|Delete~|0]~|^~|Delete~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|n-,A,,,,,,,,,,,,^~|-1~|0.~|N-^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Cbe~|V-P,U,I,N,A,N,^5|Time,Aspect,Mood,Polarity,~|Insert~|1Tbe~|V-^~|Delete~|0)~|^~|-1~|0(~|n-,S,,,,,,,,,,,,^~|-1~|0Aforeigner~|N-S,I,A,n,K,3,N,N,,,,,,,,,,,,,^2|Number,~|Insert~|1(~|j-^~|Delete~|0Aanother,Aother~|A-^~|Delete~|0)~|^~|Delete~|0Acountry~|N-^~|Delete~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|n-,A,,,,,,,,,,,,^~|-1~|0Agod~|N-^~|~|0)~|^~|-1~|0(~|v-^~|-1~|0Tbe~|V-^~|~|0)~|^~|-1~|0(~|n-,S,,,,,,,,,,,,^~|-1~|0(~|j-^~|-1~|0Aanother,Aother~|A-^~|~|0)~|^~|-1~|0Acountry~|N-^~|~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Acome,Tbe,",,2,,000-*-000-*-00-*-00-*-,,NN0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,NN0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1Aforeigner
